countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,group,group2,account_t_d,fiaccount_t_d,mobileaccount_t_d,borrow_any_t_d,fin4_d,fin11_2a,fin11a,fin11b,fin11c,fin11f,fin11d,fin11e,fin14a,fin14b,fin14c,fin14d,fin13_1a,fin13_1b,fin26a,fin26b,fin27a,fin27b,fin17f,fin17a_17a1_d,fin17a,fin17b,fin17c
Uganda,UGA,2021,24351947,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.75561354,0.419256743,0.645135107,0.784108451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306890327,NA,NA,NA,NA,0.445209799,0.193049086,0.367851879,0.373346882
Uganda,UGA,2021,24351947,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.513881763,0.28482985,0.376594253,0.701907137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168063728,NA,NA,NA,NA,0.297712506,0.107524275,0.243363207,0.274631668
Ukraine,UKR,2021,37851388,Europe & Central Asia (excluding high income),Lower middle income,income,richest 60%,0.861205443,0.861205443,NA,0.560537017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516988277,0.483323342,0.31215899,0.171164352,NA,0.133087849,0.133087849,NA,NA
Ukraine,UKR,2021,37851388,Europe & Central Asia (excluding high income),Lower middle income,income,poorest 40%,0.797302772,0.797302772,NA,0.570788552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405056405,0.322116614,0.177599855,0.144516759,NA,0.063974721,0.063974721,NA,NA
United Arab Emirates,ARE,2021,7842387,High income,High income,income,richest 60%,0.872747568,0.861946984,0.149589996,0.420363957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174058582,0.284824559,NA,NA,NA,0.10694624,0.101820249,NA,NA
United Arab Emirates,ARE,2021,7842387,High income,High income,income,poorest 40%,0.833963853,0.820596978,0.106540968,0.457560118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134741488,0.206521878,NA,NA,NA,0.10886346,0.105430529,NA,NA
United Kingdom,GBR,2021,55029201,High income,High income,income,richest 60%,0.998928571,0.998928571,NA,0.618108751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534808329,0.65149405,NA,NA,NA,0.613074095,0.613074095,NA,NA
United Kingdom,GBR,2021,55029201,High income,High income,income,poorest 40%,0.995684104,0.995684104,NA,0.618584246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507267965,0.633147235,NA,NA,NA,0.604823672,0.604823672,NA,NA
United States,USA,2021,270549658,High income,High income,income,richest 60%,0.974216006,0.974216006,NA,0.85629999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72172864,0.829362373,NA,NA,NA,0.793407022,0.793407022,NA,NA
United States,USA,2021,270549658,High income,High income,income,poorest 40%,0.912456386,0.912456386,NA,0.619819362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562026702,0.624389285,NA,NA,NA,0.433067059,0.433067059,NA,NA
Uruguay,URY,2021,2725712,High income,High income,income,richest 60%,0.813431635,0.813431635,NA,0.59259962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412183356,0.408062309,0.299701299,NA,NA,0.216587707,0.216587707,NA,NA
Uruguay,URY,2021,2725712,High income,High income,income,poorest 40%,0.632294779,0.632294779,NA,0.505234778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188023802,0.178793976,0.096727143,NA,NA,0.051709525,0.051709525,NA,NA
Uzbekistan,UZB,2021,23599241,Europe & Central Asia (excluding high income),Lower middle income,income,richest 60%,0.458833181,0.458833181,NA,0.329132039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208843905,NA,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,UZB,2021,23599241,Europe & Central Asia (excluding high income),Lower middle income,income,poorest 40%,0.414951363,0.414951363,NA,0.262870569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089599229,NA,NA,NA,NA,NA,NA,NA,NA
"Venezuela, RB",VEN,2021,20527738,Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.885171338,0.879153622,0.332737342,0.46589512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569538269,0.255346135,0.208650221,NA,NA,0.138582571,NA,NA,NA
"Venezuela, RB",VEN,2021,20527738,Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.782085438,0.782085438,0.258646901,0.400937415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378762468,0.105444896,0.083397054,NA,NA,0.052802092,NA,NA,NA
Viet Nam,VNM,2022,74158712,East Asia & Pacific (excluding high income),Lower middle income,income,richest 60%,0.666331942,0.663780324,0.227877046,0.316604339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316659563,0.475201455,0.21434569,0.260855766,NA,0.270349671,0.258317571,NA,NA
Viet Nam,VNM,2022,74158712,East Asia & Pacific (excluding high income),Lower middle income,income,poorest 40%,0.406903784,0.405701013,0.06968545,0.21350128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150421656,0.295799969,0.094822454,0.200977515,NA,0.112131674,0.108894156,NA,NA
West Bank and Gaza,PSE,2021,2915259,Middle East & North Africa (excluding high income),Lower middle income,income,richest 60%,0.444020902,0.438133768,NA,0.379611272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203103868,NA,0.177587621,NA,NA,NA,NA,0.135357792
West Bank and Gaza,PSE,2021,2915259,Middle East & North Africa (excluding high income),Lower middle income,income,poorest 40%,0.174399652,0.171684172,NA,0.472817449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068347091,NA,0.061840966,NA,NA,NA,NA,0.078232499
"Yemen, Rep.",YEM,2022,21192335,Middle East & North Africa (excluding high income),Low income,income,richest 60%,0.154967084,0.154967084,NA,0.478798692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen, Rep.",YEM,2022,21192335,Middle East & North Africa (excluding high income),Low income,income,poorest 40%,0.065049397,0.065049397,NA,0.563909168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,ZMB,2021,10800121,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.589065245,0.28924882,0.534470456,0.663070273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255990084,NA,NA,NA,NA,0.390728408,NA,0.349599676,0.201459502
Zambia,ZMB,2021,10800121,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.329143886,0.162088894,0.238728895,0.488153464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076095872,NA,NA,NA,NA,0.137382861,NA,0.117005181,0.111132438
Zimbabwe,ZWE,2021,8977056,Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.68276073,0.370046232,0.573238434,0.569510765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259365763,NA,NA,NA,NA,0.159154618,NA,NA,0.262777623
Zimbabwe,ZWE,2021,8977056,Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.469225338,0.17591683,0.405732405,0.473311403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14709065,NA,NA,NA,NA,0.061902527,NA,NA,0.210303748
Albania,ALB,2024,2278004,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.566571758,0.566571758,NA,0.387542257,0.425143004,0.20681999,NA,0.144961949,NA,0.076519048,0.32510909,0.182922494,NA,NA,NA,NA,NA,NA,NA,0.181124663,NA,NA,NA,0.217065423,0.217065423,NA,NA
Albania,ALB,2024,2278004,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.301748782,0.301748782,NA,0.592844373,0.169944395,0.38056012,NA,0.296183173,NA,0.164729952,0.597792553,0.17353101,NA,NA,NA,NA,NA,NA,NA,0.042641536,NA,NA,NA,0.043271437,0.043271437,NA,NA
Algeria,DZA,2024,32019804,Middle East & North Africa (excluding high income),Lower middle income,income,richest 60%,0.37976993,0.37976993,NA,0.309292168,0.245948173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179975651,0.179975651,NA,NA
Algeria,DZA,2024,32019804,Middle East & North Africa (excluding high income),Lower middle income,income,poorest 40%,0.312489637,0.312489637,NA,0.389644434,0.179533699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143777189,0.143777189,NA,NA
Argentina,ARG,2024,35433130,Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.864417641,0.794774104,0.614011013,0.571563319,0.568939095,0.073989046,NA,0.085927613,NA,NA,0.094055469,0.097953534,NA,NA,NA,NA,NA,NA,0.507080624,0.443117098,0.392308906,NA,NA,0.415374159,0.283530426,0.372118287,NA
Argentina,ARG,2024,35433130,Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.746649665,0.629851591,0.497144608,0.546208243,0.46173023,0.14483509,NA,0.212332487,NA,NA,0.12561374,0.156915617,NA,NA,NA,NA,NA,NA,0.33683676,0.244658307,0.21064138,NA,NA,0.271577945,0.152409856,0.243165021,NA
Armenia,ARM,2024,2406318,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.762371412,0.748394632,0.203007347,0.547150689,0.462989676,NA,NA,NA,NA,NA,NA,0.128253197,NA,NA,NA,NA,NA,NA,0.249811181,0.280230073,0.237398463,NA,NA,0.135853765,NA,NA,NA
Armenia,ARM,2024,2406318,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.640431619,0.640431619,0.129285256,0.603121335,0.363145367,NA,NA,NA,NA,NA,NA,0.178847605,NA,NA,NA,NA,NA,NA,0.121032809,0.153114999,0.136254726,NA,NA,0.066968395,NA,NA,NA
Australia,AUS,2024,21852264,High income,High income,income,richest 60%,0.988062062,0.988062062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,2024,21852264,High income,High income,income,poorest 40%,0.968175014,0.968175014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austria,AUT,2024,7825678,High income,High income,income,richest 60%,0.997193237,0.997193237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austria,AUT,2024,7825678,High income,High income,income,poorest 40%,0.991909687,0.991909687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,AZE,2024,7885113,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.663794766,0.663794766,NA,0.582344487,0.483329958,0.080132864,NA,NA,NA,0.068261379,0.164382302,0.196029634,NA,NA,NA,NA,NA,NA,0.34699978,0.181476722,0.165692091,NA,NA,0.241758116,0.241758116,NA,NA
Azerbaijan,AZE,2024,7885113,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.411579115,0.411579115,NA,0.693181846,0.271041903,0.175733776,NA,NA,NA,0.178638703,0.412193156,0.373361378,NA,NA,NA,NA,NA,NA,0.132918911,0.030478982,0.030478982,NA,NA,0.061156157,0.061156157,NA,NA
Bahrain,BHR,2024,1277545,High income,High income,income,richest 60%,0.856405688,0.856405688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahrain,BHR,2024,1277545,High income,High income,income,poorest 40%,0.773383121,0.773383121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,2024,122837439,South Asia (excluding high income),Lower middle income,income,richest 60%,0.481890552,0.382136436,0.236437843,0.657481569,NA,0.27684486,NA,0.101011771,NA,NA,0.46391624,0.159269298,NA,NA,NA,0.360782387,NA,NA,NA,NA,NA,NA,NA,0.143820501,NA,NA,NA
Bangladesh,BGD,2024,122837439,South Asia (excluding high income),Lower middle income,income,poorest 40%,0.355467073,0.246417108,0.16232704,0.773647796,NA,0.466315797,NA,0.148798289,NA,NA,0.677623533,0.059367781,NA,NA,NA,0.514709762,NA,NA,NA,NA,NA,NA,NA,0.046863445,NA,NA,NA
Belgium,BEL,2024,9867164,High income,High income,income,richest 60%,0.979177344,0.979177344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,BEL,2024,9867164,High income,High income,income,poorest 40%,0.987161846,0.987161846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,BLZ,2024,300138,Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.707706158,0.698438017,0.163027247,0.582313217,0.481947512,0.120531803,0.117367028,0.144276693,0.102424437,0.121755814,0.098578159,0.229180766,NA,NA,NA,NA,NA,NA,0.198847889,0.215945101,0.173173452,NA,0.131949445,0.39524279,0.388788919,NA,0.142883001
Belize,BLZ,2024,300138,Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.637647609,0.634956087,0.097119491,0.470543301,0.357355744,0.162086539,0.130925304,0.150289046,0.178296929,0.106781704,0.107791797,0.210199914,NA,NA,NA,NA,NA,NA,0.153447521,0.135055326,0.088573051,NA,0.095428304,0.265718887,0.249611852,NA,0.082839064
Benin,BEN,2024,8207504,Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.587139782,0.234842289,0.514055869,0.743555352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085422161,0.174598599,0.219231355,0.139145571,NA,NA,NA,NA,NA,0.282291428,NA,0.22256583,0.390583582
Benin,BEN,2024,8207504,Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.415027171,0.14521223,0.350411078,0.708462134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215390125,0.363487734,0.182715106,0.06579628,NA,NA,NA,NA,NA,0.160502804,NA,0.151903242,0.316353338
Bolivia,BOL,2024,8553476,Latin America & Caribbean (excluding high income),Lower middle income,income,richest 60%,0.64379584,0.611400744,0.249322022,0.496736179,0.268882061,0.142652342,0.183680147,0.200190599,0.121335378,0.158956801,0.147933695,0.205987113,NA,NA,NA,NA,NA,NA,0.206832575,0.151996106,NA,NA,NA,0.326813746,0.285184373,0.155346284,0.190936829
Bolivia,BOL,2024,8553476,Latin America & Caribbean (excluding high income),Lower middle income,income,poorest 40%,0.455603934,0.420172894,0.125512139,0.457083173,0.13804713,0.28947209,0.320067519,0.2873031,0.151249391,0.227879457,0.250405336,0.28189371,NA,NA,NA,NA,NA,NA,0.0585018,0.054259859,NA,NA,NA,0.168423432,0.126072896,0.082681625,0.079977104
Bosnia and Herzegovina,BIH,2024,2764009,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.821463468,0.821463468,NA,0.230910346,0.657662553,NA,NA,NA,NA,NA,NA,0.09324974,NA,NA,NA,NA,NA,NA,0.222804786,0.326839703,NA,0.19890252,0.14319229,0.276467235,0.276467235,NA,NA
Bosnia and Herzegovina,BIH,2024,2764009,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.703836262,0.703836262,NA,0.276070344,0.514391679,NA,NA,NA,NA,NA,NA,0.151404204,NA,NA,NA,NA,NA,NA,0.104773011,0.218908236,NA,0.172508661,0.078772947,0.188100692,0.188100692,NA,NA
Botswana,BWA,2024,1679590,Sub-Saharan Africa (excluding high income),Upper middle income,income,richest 60%,0.693996817,0.485720621,0.608549002,0.658990001,0.3165509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184016575,0.13559842,NA,0.30198041,NA,NA,NA,NA,0.483200931,0.218739501,0.439479868,0.286951441
Botswana,BWA,2024,1679590,Sub-Saharan Africa (excluding high income),Upper middle income,income,poorest 40%,0.49437268,0.311008262,0.376932903,0.485629897,0.153386712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.314617512,0.071601929,NA,0.090613889,NA,NA,NA,NA,0.277499318,0.061433837,0.253323175,0.175143366
Brazil,BRA,2024,169047814,Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.918922107,0.916769893,0.645588672,0.68015709,0.692170067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617775038,0.474740598,0.461373233,NA,0.142200477,0.461223755,0.426275655,0.360505795,NA
Brazil,BRA,2024,169047814,Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.780975447,0.763975153,0.485584217,0.56981386,0.553501439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442696294,0.330024303,0.29935356,NA,0.039681885,0.273667652,0.214140054,0.238072551,NA
Bulgaria,BGR,2024,5509377,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.894347564,0.894347564,NA,0.306874479,0.661133958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.323327064,0.41956498,0.282100965,0.137464014,0.239069057,0.550804754,0.550804754,NA,NA
Bulgaria,BGR,2024,5509377,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.77655005,0.77655005,NA,0.413826809,0.607213705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169230904,0.261257425,0.135182131,0.126075295,0.096146163,0.366323309,0.366323309,NA,NA
Burkina Faso,BFA,2024,13262560,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.600238737,0.257373451,0.517231294,0.67377131,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085342283,0.073497743,0.202139371,0.258476164,NA,0.197007992,NA,NA,NA,NA,0.392076257,NA,0.336950735,0.234310416
Burkina Faso,BFA,2024,13262560,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.385347844,0.127698378,0.328103594,0.700930692,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169552066,0.161650193,0.309312545,0.17237806,NA,0.055456059,NA,NA,NA,NA,0.235490178,NA,0.205707485,0.147932918
Cambodia,KHM,2024,12177453,East Asia & Pacific (excluding high income),Lower middle income,income,richest 60%,0.46319534,0.444623028,0.192197046,0.671517672,0.251301765,NA,NA,NA,NA,NA,NA,NA,0.333362389,0.248536467,0.505847304,0.537256268,NA,NA,0.176970446,0.177725667,0.150352907,NA,NA,0.150186115,NA,NA,NA
Cambodia,KHM,2024,12177453,East Asia & Pacific (excluding high income),Lower middle income,income,poorest 40%,0.281273293,0.26506401,0.134036373,0.631170789,0.119017349,NA,NA,NA,NA,NA,NA,NA,0.409892019,0.268741998,0.548439253,0.730438589,NA,NA,0.064269472,0.079552079,0.067814663,NA,NA,0.041093328,NA,NA,NA
Cameroon,CMR,2024,16524096,Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.715008863,0.259741636,0.655139634,0.687369424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086702322,0.133261143,0.312444938,0.160741588,0.227483733,NA,NA,NA,NA,0.38815323,NA,0.336928016,0.406530532
Cameroon,CMR,2024,16524096,Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.44891987,0.135127267,0.393522154,0.699777473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16436159,0.362477652,0.228515416,0.103362299,0.06415032,NA,NA,NA,NA,0.198592538,NA,0.179225407,0.34723644
Canada,CAN,2024,33960981,High income,High income,income,richest 60%,0.982605669,0.982605669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada,CAN,2024,33960981,High income,High income,income,poorest 40%,0.986214335,0.986214335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad,TCD,2024,10289880,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.207856126,0.140829074,0.144309802,0.789468213,NA,NA,NA,NA,NA,NA,NA,NA,0.447760456,0.391680003,0.36745514,0.430226106,NA,NA,NA,NA,NA,NA,NA,0.146348102,NA,NA,0.335792719
Chad,TCD,2024,10289880,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.210676399,0.16382159,0.116917221,0.758096192,NA,NA,NA,NA,NA,NA,NA,NA,0.502615444,0.424693282,0.346829412,0.453720475,NA,NA,NA,NA,NA,NA,NA,0.13196093,NA,NA,0.254544251
Chile,CHL,2024,16241277,High income,High income,income,richest 60%,0.915259074,0.915259074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,CHL,2024,16241277,High income,High income,income,poorest 40%,0.753603236,0.753603236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,CHN,2024,1176678702,East Asia & Pacific (excluding high income),Upper middle income,income,richest 60%,0.938015738,0.938015738,NA,0.565543218,0.652338728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.815998227,0.826806216,0.778067362,NA,0.516515486,0.75640352,0.75640352,NA,0.265772188
China,CHN,2024,1176678702,East Asia & Pacific (excluding high income),Upper middle income,income,poorest 40%,0.827432333,0.827432333,NA,0.500697592,0.587837764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633134538,0.619967067,0.561433374,NA,0.310713521,0.52817797,0.52817797,NA,0.171549145
Colombia,COL,2024,41544122,Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.664939467,0.526464937,0.477208915,0.473878018,0.342404768,0.136912756,0.152433333,0.274907421,0.165739695,0.175589227,0.151302779,0.230424405,NA,NA,NA,NA,NA,NA,0.259992984,0.213667198,0.151201715,NA,NA,0.316456886,0.198495659,0.271811632,NA
Colombia,COL,2024,41544122,Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.429248421,0.29494447,0.263005548,0.447022177,0.138166343,0.291872342,0.330380648,0.494310573,0.216575667,0.218766538,0.248642851,0.193069313,NA,NA,NA,NA,NA,NA,0.083819463,0.05019923,0.025895416,NA,NA,0.151640017,0.057910867,0.136684635,NA
Comoros,COM,2024,532331,Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.524204684,0.482151798,0.164773504,0.678982367,0.161696727,NA,NA,NA,NA,NA,NA,NA,0.250576793,0.285270455,0.390223078,0.481917137,NA,NA,NA,NA,NA,NA,0.141932433,0.241465179,0.189830687,NA,0.257838875
Comoros,COM,2024,532331,Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.350109004,0.297890969,0.105160808,0.685394654,0.088163933,NA,NA,NA,NA,NA,NA,NA,0.338524278,0.361863707,0.440215821,0.594319266,NA,NA,NA,NA,NA,NA,0.070441824,0.14283722,0.095756599,NA,0.219790955
"Congo, Dem. Rep.",COD,2024,57033055,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.47662483,0.1667616,0.431408139,0.717146878,NA,NA,NA,NA,NA,NA,NA,NA,0.129606284,0.148244931,0.087601593,0.293697852,0.176262131,0.136146939,NA,NA,NA,NA,NA,0.344873146,NA,0.305149905,0.272816558
"Congo, Dem. Rep.",COD,2024,57033055,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.265410579,0.087528297,0.230841422,0.691745896,NA,NA,NA,NA,NA,NA,NA,NA,0.335476949,0.263925744,0.163768556,0.63190023,0.126942589,0.054145464,NA,NA,NA,NA,NA,0.148969381,NA,0.14186015,0.288565243
"Congo, Rep.",COG,2024,3655093,Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.648105386,0.194985498,0.58977413,0.657264741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098949719,0.232564826,0.218492771,NA,NA,NA,NA,NA,0.354447105,NA,0.32377275,0.258814247
"Congo, Rep.",COG,2024,3655093,Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.4170827,0.075438894,0.405013635,0.630918139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16329695,0.197905853,0.117674759,NA,NA,NA,NA,NA,0.183389347,NA,0.168051741,0.19201652
Costa Rica,CRI,2024,4118576,Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.77035552,0.77035552,NA,0.370258379,0.515458768,0.077176068,NA,0.103121021,NA,NA,NA,0.128268311,NA,NA,NA,NA,NA,NA,0.43956449,0.273826019,0.247329296,NA,0.186026191,0.44318205,0.44318205,NA,NA
Costa Rica,CRI,2024,4118576,Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.628158144,0.628158144,NA,0.387703621,0.402718171,0.181843411,NA,0.218891801,NA,NA,NA,0.183548499,NA,NA,NA,NA,NA,NA,0.236787475,0.101955405,0.085695063,NA,0.020189285,0.208672904,0.208672904,NA,NA
